"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"RALGDS",1.63804530048611e-06,0.449918959320637,0.233,0.189,0.0319123985440704,"3","RALGDS",0.044
"BAK1",1.65583416085703e-06,0.652664548655417,0.08,0.052,0.0322589611218166,"3","BAK1",0.028
"UBL52",1.66260989994579e-06,0.230223520595599,0.599,0.564,0.0323909660707439,"3","UBL5",0.035
"MRPS6",1.68677661785184e-06,0.391084243539968,0.253,0.208,0.0328617820689896,"3","MRPS6",0.045
"APOBEC3C1",1.69422235076469e-06,0.338674222189622,0.3,0.251,0.0330068398375977,"3","APOBEC3C",0.049
"ALOX5AP2",1.71924236553695e-06,0.404976501427948,0.39,0.353,0.0334942797653909,"3","ALOX5AP",0.037
"PSMB61",1.77023610502596e-06,0.402410403231363,0.243,0.197,0.0344877397981158,"3","PSMB6",0.046
"GNAL1",1.80013558860529e-06,1.26984418093712,0.031,0.015,0.0350702415372083,"3","GNAL",0.016
"VDAC11",1.81391688732541e-06,0.403245247370077,0.266,0.221,0.0353387287988736,"3","VDAC1",0.045
"NFATC31",2.00958218456902e-06,0.411778491011405,0.281,0.236,0.0391506801197736,"3","NFATC3",0.045
"GCNA",2.02711176567862e-06,0.827678009544385,0.049,0.028,0.0394921914189508,"3","GCNA",0.021
"AL031283.1",2.10720883262502e-06,1.22783993654631,0.02,0.008,0.0410526424772006,"3","AL031283.1",0.012
"PTPN42",2.19681523294354e-06,0.420316228873902,0.315,0.273,0.042798354368206,"3","PTPN4",0.042
"RPS6KA31",2.27108347980363e-06,0.35382353029078,0.395,0.353,0.0442452483535343,"3","RPS6KA3",0.042
"MZB1",2.28485611043572e-06,0.941767764016184,0.041,0.022,0.0445135667435087,"3","MZB1",0.019
"EIF2AK21",2.29144042280512e-06,0.421175706796022,0.258,0.213,0.0446418423170893,"3","EIF2AK2",0.045
"S100B1",2.5094619462556e-06,2.02597004111619,0.017,0.007,0.0488893376369516,"3","S100B",0.01
"PCLAF1",2.5299737938805e-06,0.805302128451133,0.041,0.022,0.0492889494523798,"3","PCLAF",0.019
"AC104794.2",2.53317209508959e-06,1.41316503128237,0.02,0.008,0.0493512587565354,"3","AC104794.2",0.012
"STK391",2.60324971862924e-06,0.400758887497378,0.175,0.134,0.0507165110183349,"3","STK39",0.041
"CYTIP",2.6796727092871e-06,0.229849620811681,0.48,0.437,0.0522053837223313,"3","CYTIP",0.043
"TRGV91",2.68223534940917e-06,0.893328173326294,0.045,0.026,0.0522553090771895,"3","TRGV9",0.019
"RPS6KA12",2.69259974768118e-06,0.520375670629178,0.127,0.093,0.0524572282843248,"3","RPS6KA1",0.034
"DNAJB61",2.69948852124277e-06,0.221832090802762,0.543,0.505,0.0525914353708517,"3","DNAJB6",0.038
"RAP2B1",2.7156880811397e-06,0.41015671912097,0.238,0.195,0.0529070351967635,"3","RAP2B",0.043
"APMAP1",2.72048322778663e-06,0.351803155863184,0.215,0.171,0.0530004542437392,"3","APMAP",0.044
"LCN2",2.72157497288094e-06,1.06714126077754,0.03,0.015,0.0530217236216664,"3","LCN2",0.015
"MNAT1",2.82217075690248e-06,0.474058297982284,0.161,0.123,0.0549815306859741,"3","MNAT1",0.038
"OSBPL81",2.89102643195961e-06,0.288121628520899,0.37,0.322,0.056322976947437,"3","OSBPL8",0.048
"PABPC11",2.90204135264077e-06,0.1790917399017,0.95,0.954,0.0565375696321475,"3","PABPC1",-0.004
"LUM",2.97260188762318e-06,1.02911522448721,0.022,0.01,0.0579122299746748,"3","LUM",0.012
"ASPH",3.10210199113372e-06,0.826292940552579,0.063,0.039,0.0604351509912671,"3","ASPH",0.024
"AC243829.41",3.16076316735096e-06,0.994852399970663,0.04,0.022,0.0615779880263314,"3","AC243829.4",0.018
"HVCN1",3.25283504554629e-06,1.07974129755718,0.028,0.013,0.0633717323573327,"3","HVCN1",0.015
"DNAJC32",3.2579251699634e-06,0.481823897174043,0.212,0.172,0.063470898161227,"3","DNAJC3",0.04
"SLC4A8",3.30904979878568e-06,1.04085228416358,0.029,0.015,0.0644669081799425,"3","SLC4A8",0.014
"ATP5MF2",3.35084734533379e-06,0.313914950376452,0.362,0.315,0.0652812079817928,"3","ATP5MF",0.047
"DOK2",3.37376985472319e-06,0.383787872880836,0.277,0.233,0.0657277843097171,"3","DOK2",0.044
"KRAS1",3.40510806783264e-06,0.33480499228239,0.285,0.239,0.0663383153775154,"3","KRAS",0.046
"SET1",3.42736185084903e-06,0.211633094945207,0.678,0.657,0.0667718635782409,"3","SET",0.021
"GABRP",3.44984334470327e-06,1.13600951720392,0.023,0.011,0.0672098480415092,"3","GABRP",0.012
"PELO",3.47674934730821e-06,0.793986815223299,0.085,0.057,0.0677340307842585,"3","PELO",0.028
"HMGN3",3.51944567489497e-06,0.399504808331215,0.235,0.191,0.0685658406383039,"3","HMGN3",0.044
"SH3BP21",3.56382223989592e-06,0.581087679813532,0.108,0.077,0.0694303848776523,"3","SH3BP2",0.031
"APOL61",3.59365093246749e-06,0.320450711528528,0.39,0.349,0.0700115074663316,"3","APOL6",0.041
"NDFIP2",3.62305670344437e-06,0.707772520170218,0.089,0.061,0.0705843906965033,"3","NDFIP2",0.028
"GNG21",4.00404410294447e-06,0.336349434231537,0.372,0.329,0.0780067872135642,"3","GNG2",0.043
"UBE2K",4.07063265104324e-06,0.376599854789712,0.272,0.228,0.0793040653076244,"3","UBE2K",0.044
"USP31",4.15980810580836e-06,0.934310858035612,0.032,0.017,0.0810413815173584,"3","USP31",0.015
"CHMP4B",4.36887024550536e-06,0.449814908772244,0.16,0.123,0.0851143301229353,"3","CHMP4B",0.037
"NDUFA121",4.44600926992151e-06,0.389530649047217,0.27,0.226,0.0866171525966109,"3","NDUFA12",0.044
"TSPAN3",4.48246701733713e-06,0.477447239331298,0.127,0.093,0.087327422431762,"3","TSPAN3",0.034
"SLFN12",4.57138850979757e-06,0.744454819814795,0.075,0.049,0.0890597909478762,"3","SLFN12",0.026
"GLUL",4.59798992103508e-06,0.300157944496692,0.194,0.152,0.0895780396416054,"3","GLUL",0.042
"SH2D2A1",4.64609421225894e-06,0.438813932705657,0.239,0.198,0.0905152074432286,"3","SH2D2A",0.041
"FAM49B1",4.72192725063761e-06,0.316643345681889,0.393,0.354,0.0919925866969219,"3","FAM49B",0.039
"EZR",4.87626882793246e-06,0.252364887621294,0.489,0.453,0.0949994693057801,"3","EZR",0.036
"OTUD4",4.88163433377907e-06,0.439063469165829,0.176,0.137,0.0951040000906838,"3","OTUD4",0.039
"KCTD9",4.95995570030695e-06,0.637792644176738,0.103,0.073,0.0966298569533799,"3","KCTD9",0.03
"TYMS1",5.22554146764756e-06,0.904723637640122,0.045,0.026,0.10180399887271,"3","TYMS",0.019
"METAP2",5.28148390660233e-06,0.336157824626462,0.316,0.271,0.102893869468427,"3","METAP2",0.045
"SLC10A7",5.32261360902623e-06,0.689715686286405,0.073,0.048,0.103695158331049,"3","SLC10A7",0.025
"CDC422",5.34915761276795e-06,0.20238851879512,0.642,0.621,0.104212288611945,"3","CDC42",0.021
"FYN1",5.39800824884135e-06,0.214582178641955,0.601,0.572,0.105163996703927,"3","FYN",0.029
"PROK2",5.85915388554642e-06,1.66470379827833,0.01,0.003,0.114148035998215,"3","PROK2",0.007
"ROMO12",5.95419484215997e-06,0.352686306923928,0.303,0.26,0.11599962391496,"3","ROMO1",0.043
"SPIRE1",6.10131860756923e-06,1.5108984621993,0.017,0.007,0.118865889112664,"3","SPIRE1",0.01
"SIGLEC10",6.11795278213175e-06,1.96955837980675,0.01,0.003,0.119189956101491,"3","SIGLEC10",0.007
"IRF21",6.25585741135331e-06,0.330593899703376,0.275,0.229,0.121876614087985,"3","IRF2",0.046
"KIF13A",6.31763054945798e-06,1.69069900681128,0.012,0.004,0.12308007836454,"3","KIF13A",0.008
"ATP5F1A",6.32495707757814e-06,0.304003451141063,0.319,0.273,0.123222813785377,"3","ATP5F1A",0.046
"SCCPDH",6.41776260341336e-06,0.851240066638082,0.049,0.029,0.125030851039699,"3","SCCPDH",0.02
"ST8SIA61",6.90550225438247e-06,1.34277570339097,0.02,0.008,0.134532994919879,"3","ST8SIA6",0.012
"ANXA52",6.93124407605713e-06,0.369711282362018,0.253,0.21,0.135034497089745,"3","ANXA5",0.043
"DHCR24",7.18657229501318e-06,0.953049292641313,0.033,0.017,0.140008801451447,"3","DHCR24",0.016
"SEC61G2",7.19485863518331e-06,0.301021953348143,0.402,0.362,0.140170235930641,"3","SEC61G",0.04
