"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"NFATC2IP",2.26935525978993e-26,0.299437919486095,0.473,0.225,5.56990554962841e-22,"6","NFATC2IP",0.248
"SRP681",2.2949742997776e-26,0.258082658328111,0.295,0.111,5.63278492137413e-22,"6","SRP68",0.184
"XAF12",2.42039283100332e-26,0.333689478964216,0.572,0.298,5.94061216441454e-22,"6","XAF1",0.274
"BIRC32",2.61007846282695e-26,0.377153090965384,0.782,0.478,6.40617657916248e-22,"6","BIRC3",0.304
"TWF2",2.6567455214168e-26,0.299192621883499,0.354,0.147,6.5207162077654e-22,"6","TWF2",0.207
"RBM8A1",2.89664714220595e-26,0.342566371263711,0.785,0.522,7.10953074583028e-22,"6","RBM8A",0.263
"PSMD81",3.3881919591098e-26,0.33877762060339,0.572,0.304,8.3159783444391e-22,"6","PSMD8",0.268
"WNK1",3.71466673488664e-26,0.345117017146741,0.72,0.446,9.11727803410577e-22,"6","WNK1",0.274
"PPP6R1",3.8427873143901e-26,0.287814088463363,0.428,0.197,9.43173718443905e-22,"6","PPP6R1",0.231
"CARD19",4.05349883402669e-26,0.260841016669319,0.292,0.111,9.94890753823511e-22,"6","CARD19",0.181
"PDS5A1",5.09405128880393e-26,0.327557380778782,0.473,0.232,1.25028394832404e-21,"6","PDS5A",0.241
"LRRFIP11",5.53780804268896e-26,0.357714785383986,0.807,0.559,1.35919960599758e-21,"6","LRRFIP1",0.248
"BRD71",5.58001146788706e-26,0.358146360203933,0.55,0.293,1.3695580146782e-21,"6","BRD7",0.257
"MPC21",6.50816637676764e-26,0.315574693368004,0.422,0.196,1.59736435551385e-21,"6","MPC2",0.226
"CALM22",6.80214636914039e-26,0.388439941630889,0.867,0.611,1.66951880484182e-21,"6","CALM2",0.256
"FUBP11",9.55960322015133e-26,0.310367999370549,0.567,0.299,2.34630901435394e-21,"6","FUBP1",0.268
"SURF41",1.01743223996282e-25,0.292660410857265,0.518,0.259,2.49718568976474e-21,"6","SURF4",0.259
"HNRNPUL11",1.02525761195975e-25,0.38504025616113,0.708,0.446,2.51639228279401e-21,"6","HNRNPUL1",0.262
"NSD31",1.0637454079319e-25,0.354105614806116,0.688,0.415,2.61085672922806e-21,"6","NSD3",0.273
"PLEKHA2",1.13857971399149e-25,0.310594538510104,0.521,0.262,2.79453005002071e-21,"6","PLEKHA2",0.259
"AURKAIP11",1.18983346338142e-25,0.317105444734267,0.49,0.245,2.92032725252336e-21,"6","AURKAIP1",0.245
"MPC1",1.39331288070667e-25,0.285187383023062,0.343,0.14,3.41974713440645e-21,"6","MPC1",0.203
"MCMBP1",1.52857630614618e-25,0.301075086130012,0.357,0.151,3.75173768580519e-21,"6","MCMBP",0.206
"SLTM1",1.65513794436304e-25,0.334026618727983,0.64,0.367,4.06237057064463e-21,"6","SLTM",0.273
"MAGOH",1.66198807753091e-25,0.300677035737809,0.496,0.251,4.07918353749186e-21,"6","MAGOH",0.245
"PSMD72",1.76354907974002e-25,0.340688789214795,0.462,0.227,4.3284548613139e-21,"6","PSMD7",0.235
"GSPT11",2.18578495109856e-25,0.360454790025356,0.564,0.308,5.3647905839763e-21,"6","GSPT1",0.256
"ZCCHC3",2.41567467086591e-25,0.273550689723909,0.261,0.093,5.92903191217328e-21,"6","ZCCHC3",0.168
"SEC61G3",2.51642003118799e-25,0.33111581848739,0.666,0.38,6.17630132454781e-21,"6","SEC61G",0.286
"CAPNS13",2.5672066754941e-25,0.286707780914483,0.533,0.267,6.30095206433272e-21,"6","CAPNS1",0.266
"HSPA42",2.77067387815187e-25,0.284154132697405,0.416,0.191,6.80034196653594e-21,"6","HSPA4",0.225
"EIF4H2",2.85137857467882e-25,0.32913561310822,0.487,0.248,6.99842357369169e-21,"6","EIF4H",0.239
"UTP111",2.87960567477022e-25,0.26017733096223,0.295,0.115,7.06770416815603e-21,"6","UTP11",0.18
"SYNC1",3.39162620648144e-25,0.300805295835547,0.343,0.144,8.32440736118806e-21,"6","SYNC",0.199
"SPAG7",3.76163485127802e-25,0.272023757867432,0.337,0.139,9.23255657897677e-21,"6","SPAG7",0.198
"SRI1",4.25527501188338e-25,0.32750950633215,0.493,0.248,1.04441469891666e-20,"6","SRI",0.245
"RANBP9",5.10382814932366e-25,0.269299699333725,0.309,0.122,1.25268358097e-20,"6","RANBP9",0.187
"RAB8A",5.39390385339127e-25,0.297196629373633,0.45,0.214,1.32387976177635e-20,"6","RAB8A",0.236
"GLRX31",5.58414807065994e-25,0.293329052953092,0.329,0.137,1.37057330246278e-20,"6","GLRX3",0.192
"SLC4A71",5.6054951792594e-25,0.322403534988283,0.473,0.229,1.37581273679743e-20,"6","SLC4A7",0.244
"EIF5A1",6.36185142392701e-25,0.350345942425532,0.632,0.367,1.56145281348864e-20,"6","EIF5A",0.265
"PFDN21",6.67606904508101e-25,0.292261249349759,0.479,0.234,1.63857438642468e-20,"6","PFDN2",0.245
"MZT2A1",7.12074382403602e-25,0.375301311261384,0.586,0.327,1.7477153641714e-20,"6","MZT2A",0.259
"FAM102B1",7.17171542338448e-25,0.254858255887824,0.278,0.104,1.76022583351549e-20,"6","FAM102B",0.174
"COX7A21",7.40627256896813e-25,0.377825448425757,0.748,0.515,1.81779553932754e-20,"6","COX7A2",0.233
"PSMD131",7.5369617226964e-25,0.290644519275069,0.445,0.212,1.8498718852186e-20,"6","PSMD13",0.233
"DCP2",8.08484263315719e-25,0.28131563164726,0.47,0.226,1.9843437758821e-20,"6","DCP2",0.244
"HUWE11",9.25412244580864e-25,0.328546146512881,0.482,0.245,2.27133181309927e-20,"6","HUWE1",0.237
"ELOC",9.51519549440145e-25,0.271980100934655,0.504,0.255,2.33540958214589e-20,"6","ELOC",0.249
"NOP581",1.16743513700499e-24,0.338040287400913,0.569,0.323,2.86535280026506e-20,"6","NOP58",0.246
"POLE4",1.30187844626806e-24,0.256088423355688,0.357,0.152,3.19533045852032e-20,"6","POLE4",0.205
"EIF4G12",1.42549740068501e-24,0.292834247320352,0.433,0.208,3.49874082024129e-20,"6","EIF4G1",0.225
"RAD23A1",1.4517931225995e-24,0.318954105772897,0.49,0.246,3.5632810401082e-20,"6","RAD23A",0.244
"TRAPPC1",1.46040667093533e-24,0.341189745467919,0.476,0.237,3.58442213314366e-20,"6","TRAPPC1",0.239
"SEPT21",1.5547420002108e-24,0.296383786980433,0.609,0.339,3.81595876531739e-20,"6","SEPT2",0.27
"EPSTI11",1.56779969849011e-24,0.32857132388458,0.47,0.231,3.84800757997414e-20,"6","EPSTI1",0.239
"S100A103",1.58509438763943e-24,0.259065033558168,0.85,0.559,3.89045566502222e-20,"6","S100A10",0.291
"DUSP5",1.63057767383156e-24,0.369683547139781,0.439,0.209,4.00208984265217e-20,"6","DUSP5",0.23
"SNRPA1",1.76203999581981e-24,0.251055891343196,0.391,0.172,4.32475096574014e-20,"6","SNRPA1",0.219
"ATP5PB1",1.76376456890656e-24,0.326603981420456,0.487,0.25,4.32898375792426e-20,"6","ATP5PB",0.237
"MED4",1.93775466404721e-24,0.294859549146283,0.465,0.225,4.75602504743747e-20,"6","MED4",0.24
"ELOB2",2.05642259311095e-24,0.334174766431031,0.759,0.49,5.04728361253152e-20,"6","ELOB",0.269
"ELAVL1",2.2358198603799e-24,0.261710826682798,0.354,0.153,5.48759626531642e-20,"6","ELAVL1",0.201
"LSM71",2.23601816771815e-24,0.313213270252199,0.578,0.313,5.48808299084743e-20,"6","LSM7",0.265
"HIPK1",2.27804557082977e-24,0.303013077122253,0.584,0.314,5.59123504904458e-20,"6","HIPK1",0.27
"PRKX",2.30612599285423e-24,0.262355972455495,0.399,0.176,5.66015563686142e-20,"6","PRKX",0.223
"LYST1",2.40795593744895e-24,0.264449119176079,0.601,0.322,5.91008705287469e-20,"6","LYST",0.279
"UFD1",2.74461957961136e-24,0.288339087700005,0.363,0.158,6.73639429619812e-20,"6","UFD1",0.205
"TBCA2",3.31044032644436e-24,0.305579358474727,0.688,0.403,8.12514473722504e-20,"6","TBCA",0.285
"PHTF2",4.12068099234855e-24,0.308393585896192,0.354,0.153,1.01137994276203e-19,"6","PHTF2",0.201
"NDUFS71",4.68523019646477e-24,0.274367241392183,0.408,0.189,1.14994289942031e-19,"6","NDUFS7",0.219
"ATP5F1D1",4.82727135914501e-24,0.315752455021129,0.652,0.379,1.18480548238855e-19,"6","ATP5F1D",0.273
"LSM81",5.58440371842667e-24,0.286913485995725,0.55,0.296,1.37063604865064e-19,"6","LSM8",0.254
"NDUFB102",6.56625003220104e-24,0.272291049471528,0.53,0.277,1.61162040790342e-19,"6","NDUFB10",0.253
"ESYT1",8.12289905599183e-24,0.270285854525951,0.326,0.136,1.99368434430264e-19,"6","ESYT1",0.19
"CD961",8.25853095565574e-24,0.347641788295743,0.603,0.324,2.02697383775614e-19,"6","CD96",0.279
"SOD12",8.32845583039655e-24,0.33071326292851,0.768,0.512,2.04413619901253e-19,"6","SOD1",0.256
"LIMA12",9.69002826340283e-24,0.264371405782731,0.36,0.154,2.37832053696959e-19,"6","LIMA1",0.206
"WDR83OS1",1.03075619424418e-23,0.284301990363467,0.572,0.312,2.52988800315291e-19,"6","WDR83OS",0.26
"AP2M11",1.03487277966374e-23,0.306668897240174,0.459,0.224,2.53999175040668e-19,"6","AP2M1",0.235
"UCP21",1.1194560175722e-23,0.308079876857117,0.484,0.237,2.74759284952922e-19,"6","UCP2",0.247
"METRNL1",1.13835550192997e-23,0.270666539118314,0.399,0.182,2.79397974393691e-19,"6","METRNL",0.217
"STAG21",1.14212659291937e-23,0.257619177550948,0.64,0.37,2.80323550966131e-19,"6","STAG2",0.27
"CAPRIN11",1.41862636770175e-23,0.305817351261465,0.442,0.216,3.48187655688718e-19,"6","CAPRIN1",0.226
"SEPT61",1.54013342710958e-23,0.358681682278878,0.654,0.396,3.78010348349775e-19,"6","SEPT6",0.258
"SMC5",1.63343082565152e-23,0.27139406193918,0.493,0.244,4.00909261847908e-19,"6","SMC5",0.249
"SNRPB2",1.76041802521149e-23,0.333856054227519,0.586,0.338,4.32077000107908e-19,"6","SNRPB2",0.248
"FYN1",2.08385950112994e-23,0.280369020480386,0.751,0.447,5.11462475957332e-19,"6","FYN",0.304
"PPP1CC1",2.13722652242107e-23,0.279472642749069,0.476,0.239,5.24560877663027e-19,"6","PPP1CC",0.237
"SNX93",2.32788964687685e-23,0.287638277475456,0.317,0.135,5.71357234929454e-19,"6","SNX9",0.182
"GOLIM41",2.75187261696835e-23,0.328636883388609,0.261,0.1,6.75419615108712e-19,"6","GOLIM4",0.161
"TES",2.87072192473833e-23,0.307221541887656,0.527,0.283,7.04589989207776e-19,"6","TES",0.244
"CACYBP2",3.10452673200147e-23,0.363327307839809,0.615,0.372,7.6197504110244e-19,"6","CACYBP",0.243
"SF3B61",3.24376731487677e-23,0.272222656063466,0.567,0.314,7.96150249763353e-19,"6","SF3B6",0.253
"COPS3",3.5771333047876e-23,0.252114023117005,0.3,0.121,8.77971598327069e-19,"6","COPS3",0.179
"CDKN2D",4.16092716634348e-23,0.313166589535795,0.419,0.197,1.02125796370734e-18,"6","CDKN2D",0.222
"SEC61B2",4.36085212202876e-23,0.315261264330578,0.68,0.417,1.07032754483074e-18,"6","SEC61B",0.263
"PRELID11",4.71124942288187e-23,0.31450594817253,0.572,0.324,1.15632905835213e-18,"6","PRELID1",0.248
"WDR82",5.2744408098658e-23,0.304256927296627,0.586,0.329,1.29455875237346e-18,"6","WDR82",0.257
"ORAI1",5.58142946127413e-23,0.25775837063247,0.346,0.148,1.36990604697512e-18,"6","ORAI1",0.198
"TBL1XR11",6.60731552381345e-23,0.291096578934817,0.589,0.328,1.62169952216477e-18,"6","TBL1XR1",0.261
"COPB11",6.68115213589662e-23,0.343174755820122,0.535,0.294,1.63982198023447e-18,"6","COPB1",0.241
"GALNT14",7.82293992114811e-23,0.286387956907862,0.433,0.21,1.92006237424659e-18,"6","GALNT1",0.223
"CEP57",7.83884115605325e-23,0.258454280337442,0.405,0.189,1.92396517334171e-18,"6","CEP57",0.216
"CCAR1",8.73509673789773e-23,0.325649696897627,0.518,0.28,2.14394214334962e-18,"6","CCAR1",0.238
"PTGER4",8.79318724013356e-23,0.327545615279784,0.422,0.201,2.15819987621838e-18,"6","PTGER4",0.221
"YIPF5",9.13606737966647e-23,0.284916224589816,0.385,0.179,2.24235637766534e-18,"6","YIPF5",0.206
"PTPN13",1.00644463818013e-22,0.280527574608265,0.47,0.237,2.47021771994931e-18,"6","PTPN1",0.233
"MRPL11",1.29002582700064e-22,0.253222770021191,0.295,0.12,3.16623938979038e-18,"6","MRPL11",0.175
"GDI23",1.58508285789435e-22,0.324266931822805,0.53,0.29,3.89042736641589e-18,"6","GDI2",0.24
"HADHA1",1.60953781893876e-22,0.3209340251076,0.513,0.274,3.9504496228033e-18,"6","HADHA",0.239
"TRAC1",1.73328644035773e-22,0.43774546840676,0.708,0.459,4.254178239214e-18,"6","TRAC",0.249
"VTI1B",1.77039196116433e-22,0.28057910941021,0.346,0.151,4.34525002948173e-18,"6","VTI1B",0.195
"WBP11",1.81605141708719e-22,0.312936516107925,0.467,0.239,4.45731659809881e-18,"6","WBP11",0.228
"CDC5L",1.8298904261908e-22,0.28381502231464,0.442,0.217,4.49128306204271e-18,"6","CDC5L",0.225
"CWC15",1.84786164817734e-22,0.294822172736886,0.388,0.182,4.53539162928646e-18,"6","CWC15",0.206
"ATP5F1C1",1.91419505140958e-22,0.266076296763274,0.504,0.265,4.69820033417967e-18,"6","ATP5F1C",0.239
"CTDNEP1",2.11595272169158e-22,0.251845748476076,0.431,0.209,5.19339436011981e-18,"6","CTDNEP1",0.222
"SRRM11",2.47337864564672e-22,0.315165374822664,0.816,0.57,6.07066054787532e-18,"6","SRRM1",0.246
"KLRD1",2.49505610755976e-22,0.286999302812632,0.397,0.177,6.12386571039468e-18,"6","KLRD1",0.22
"ATP5MC11",2.70605192923693e-22,0.319953397083232,0.422,0.211,6.64173385511913e-18,"6","ATP5MC1",0.211
"SNRNP2001",2.7544446611217e-22,0.289728116061429,0.527,0.28,6.76050897625709e-18,"6","SNRNP200",0.247
"MYL12B1",3.39676073106466e-22,0.288823219428442,0.909,0.684,8.33700953832511e-18,"6","MYL12B",0.225
"STAT11",3.60984127371788e-22,0.298448821208245,0.717,0.428,8.85999442221317e-18,"6","STAT1",0.289
"ARL6IP11",5.24916217281905e-22,0.504501538489537,0.609,0.376,1.28835436369671e-17,"6","ARL6IP1",0.233
"MRPL1",6.4733412051552e-22,0.251913912801284,0.38,0.176,1.58881686539329e-17,"6","MRPL1",0.204
"PSMA11",7.33693631040886e-22,0.3602763345625,0.53,0.296,1.80077764802675e-17,"6","PSMA1",0.234
"EMB1",7.35416716729867e-22,0.276650099190852,0.728,0.421,1.80500678954179e-17,"6","EMB",0.307
"SZRD1",9.30509403138606e-22,0.27096233536905,0.422,0.208,2.28384227906339e-17,"6","SZRD1",0.214
"MRPL54",9.7427863699244e-22,0.259981601770445,0.408,0.196,2.39126948663424e-17,"6","MRPL54",0.212
"GNB2",9.76563836995334e-22,0.259878280016081,0.569,0.314,2.39687828152135e-17,"6","GNB2",0.255
"ARID1A",1.03268678025075e-21,0.26482241752032,0.533,0.286,2.53462643344744e-17,"6","ARID1A",0.247
"IPO73",1.03804482536557e-21,0.322625798510827,0.419,0.207,2.54777721937726e-17,"6","IPO7",0.212
"ZNF7062",1.29769513231582e-21,0.305546521997136,0.535,0.291,3.18506293275595e-17,"6","ZNF706",0.244
"BUD31",1.32190301520278e-21,0.279178315419703,0.482,0.248,3.24447876051371e-17,"6","BUD31",0.234
"ANAPC5",1.37731930792914e-21,0.271385523593003,0.442,0.22,3.38049250938127e-17,"6","ANAPC5",0.222
"TRBC11",1.55419422836604e-21,0.420152362654056,0.598,0.335,3.81461431410161e-17,"6","TRBC1",0.263
"C4orf481",1.60539482907206e-21,0.271901761380177,0.354,0.16,3.94028106847447e-17,"6","C4orf48",0.194
"SRSF111",1.62821152799215e-21,0.301493942085207,0.765,0.522,3.99628237430394e-17,"6","SRSF11",0.243
"THOC7",1.76728212260697e-21,0.253553034305209,0.408,0.199,4.33761724172654e-17,"6","THOC7",0.209
"CNOT1",2.09432732318223e-21,0.289386745446309,0.482,0.253,5.14031698201846e-17,"6","CNOT1",0.229
"ANKLE2",2.210223166678e-21,0.293108512681142,0.436,0.22,5.42477174029449e-17,"6","ANKLE2",0.216
"PCBP2",2.37385218772489e-21,0.304341790197684,0.824,0.611,5.82638280955198e-17,"6","PCBP2",0.213
"COPS92",2.57175216446846e-21,0.371802605457895,0.578,0.346,6.31210851247138e-17,"6","COPS9",0.232
"SUPT5H",2.61907394632714e-21,0.27487666052656,0.462,0.239,6.42825509386533e-17,"6","SUPT5H",0.223
"RIF1",2.70884224300821e-21,0.376381633119237,0.516,0.284,6.64858240123936e-17,"6","RIF1",0.232
"PPIB3",3.02142507309746e-21,0.362370366933519,0.688,0.443,7.41578569941041e-17,"6","PPIB",0.245
"ROCK1",3.07622388860021e-21,0.282906823225216,0.731,0.463,7.55028391218036e-17,"6","ROCK1",0.268
"FAM32A",3.72567681308508e-21,0.26942670695696,0.382,0.184,9.14430117003602e-17,"6","FAM32A",0.198
"SYNCRIP1",3.73373285058621e-21,0.315076350808289,0.567,0.337,9.16407390847879e-17,"6","SYNCRIP",0.23
"ST132",4.13755502585438e-21,0.329756886799745,0.688,0.428,1.0155215055457e-16,"6","ST13",0.26
"CTBP1",6.38900393313722e-21,0.312640955955057,0.408,0.201,1.5681171253492e-16,"6","CTBP1",0.207
"SP100",6.9289343969529e-21,0.30937147836333,0.742,0.487,1.70063765838812e-16,"6","SP100",0.255
"BDP11",8.00721856919615e-21,0.321508416671878,0.569,0.329,1.9652917256235e-16,"6","BDP1",0.24
"PSMB41",8.07603844943807e-21,0.290992492718365,0.544,0.308,1.98218287703008e-16,"6","PSMB4",0.236
"NUCB21",8.14864256860136e-21,0.362008164416713,0.465,0.245,2.00000283203752e-16,"6","NUCB2",0.22
"KIF5B2",8.4382245385096e-21,0.307246242224855,0.618,0.37,2.0710778307318e-16,"6","KIF5B",0.248
"SRSF9",8.96707068719181e-21,0.296365403974171,0.601,0.357,2.20087782946436e-16,"6","SRSF9",0.244
"CDV3",9.08289598178131e-21,0.307899669542916,0.669,0.426,2.2293059897684e-16,"6","CDV3",0.243
"SYNE22",9.6570033025926e-21,0.29349391973775,0.796,0.511,2.37021489058833e-16,"6","SYNE2",0.285
"CAPZB1",1.01081413216793e-20,0.270210607910412,0.663,0.398,2.48094220599296e-16,"6","CAPZB",0.265
"MRPS21",1.06261326013006e-20,0.253943991515095,0.448,0.23,2.60807798566321e-16,"6","MRPS21",0.218
"BAX",1.14646952506333e-20,0.282014581755186,0.479,0.251,2.81389480231544e-16,"6","BAX",0.228
"KIF2A1",1.27021888815087e-20,0.263322438772687,0.496,0.26,3.11762523907749e-16,"6","KIF2A",0.236
"ARPC31",1.53152221179469e-20,0.279075955591712,0.861,0.66,3.75896811662889e-16,"6","ARPC3",0.201
"PTGES31",1.86196890962654e-20,0.312363609863256,0.745,0.491,4.57001649178738e-16,"6","PTGES3",0.254
"RSRC22",1.93673684952936e-20,0.307551113939454,0.779,0.543,4.75352692348486e-16,"6","RSRC2",0.236
"TARDBP",2.29527741461082e-20,0.275257759486653,0.385,0.189,5.6335288864208e-16,"6","TARDBP",0.196
"COX7B1",2.62165883582888e-20,0.322973308359767,0.663,0.445,6.43459944665841e-16,"6","COX7B",0.218
"KARS1",2.69435885395163e-20,0.250312189376035,0.351,0.163,6.61303437113888e-16,"6","KARS",0.188
"TNIP2",3.02317380300982e-20,0.257793659311799,0.292,0.124,7.42007778210731e-16,"6","TNIP2",0.168
"SH2D1A1",3.23258657076886e-20,0.280669939576791,0.465,0.233,7.93406047929509e-16,"6","SH2D1A",0.232
"FNBP11",3.40900221736178e-20,0.279515610121635,0.742,0.48,8.36705504229275e-16,"6","FNBP1",0.262
"ADGRE5",3.46670243639627e-20,0.250887038510155,0.674,0.409,8.508674459891e-16,"6","ADGRE5",0.265
"OAZ11",4.79215474352684e-20,0.251222465566765,0.929,0.782,1.17618646025123e-15,"6","OAZ1",0.147
"CCL51",5.28240314902489e-20,0.302231664930651,0.796,0.511,1.29651302889667e-15,"6","CCL5",0.285
"NR3C11",5.43899063010823e-20,0.33473156457169,0.691,0.438,1.33494586025376e-15,"6","NR3C1",0.253
"PNN1",5.5113892616046e-20,0.30048901233867,0.694,0.446,1.35271538036823e-15,"6","PNN",0.248
"PHB21",5.67381292050058e-20,0.268130973339099,0.431,0.222,1.39258064320766e-15,"6","PHB2",0.209
"YAF2",5.72427238143086e-20,0.304187079407936,0.419,0.208,1.40496541329839e-15,"6","YAF2",0.211
"DNAJC152",6.03540954528569e-20,0.268435045596937,0.399,0.196,1.48133091879492e-15,"6","DNAJC15",0.203
"BZW11",8.36195085597109e-20,0.254373805477738,0.754,0.494,2.05235721808955e-15,"6","BZW1",0.26
"AHR3",1.01897866299387e-19,0.263251634762646,0.343,0.158,2.50098123045214e-15,"6","AHR",0.185
"POLR2G",1.11995470137645e-19,0.277402481517308,0.363,0.173,2.74881681905835e-15,"6","POLR2G",0.19
"VMA21",1.19687024182934e-19,0.2538940970558,0.329,0.152,2.93759832154593e-15,"6","VMA21",0.177
"ARPC41",1.21377122936952e-19,0.289528076769428,0.589,0.353,2.97908010536455e-15,"6","ARPC4",0.236
"TMEM14C1",1.88654507055494e-19,0.260568281591478,0.323,0.15,4.63033622117004e-15,"6","TMEM14C",0.173
"PAPOLA",1.92187182687879e-19,0.261647521266377,0.671,0.422,4.7170422118913e-15,"6","PAPOLA",0.249
"NDUFC22",1.94532077268369e-19,0.3008099584427,0.479,0.261,4.77459530447484e-15,"6","NDUFC2",0.218
"TIMM132",1.98820349482128e-19,0.252131499290006,0.297,0.133,4.87984665768936e-15,"6","TIMM13",0.164
"SAFB",1.99920767809663e-19,0.268144156757166,0.385,0.193,4.90685532512036e-15,"6","SAFB",0.192
"SUCLG1",2.14924142623864e-19,0.264708042057723,0.343,0.159,5.27509815656013e-15,"6","SUCLG1",0.184
"S100A41",2.68470000959116e-19,0.406609864157049,0.875,0.654,6.58932770354055e-15,"6","S100A4",0.221
"PSMC61",2.80784664610875e-19,0.250362286107303,0.453,0.238,6.89157880820932e-15,"6","PSMC6",0.215
"PPP1R12A",2.99189203087671e-19,0.257853405332338,0.705,0.441,7.3432998005838e-15,"6","PPP1R12A",0.264
"NOP562",2.99551666526204e-19,0.329345052831623,0.581,0.353,7.35219610321915e-15,"6","NOP56",0.228
"DYNLRB11",3.5579352842615e-19,0.267517975321055,0.513,0.285,8.73259636169144e-15,"6","DYNLRB1",0.228
"SEC11A1",3.62428831192933e-19,0.253177978329153,0.544,0.309,8.89545323279935e-15,"6","SEC11A",0.235
"COX6B11",4.61595539998171e-19,0.300536882707825,0.714,0.486,1.13294009337151e-14,"6","COX6B1",0.228
"CCT31",5.83407432716434e-19,0.30677433392842,0.518,0.302,1.43191520285922e-14,"6","CCT3",0.216
"MRPL47",5.967236237536e-19,0.27248234217191,0.326,0.151,1.46459846214083e-14,"6","MRPL47",0.175
"CDC421",6.52108616571511e-19,0.257654192575312,0.858,0.647,1.60053538851312e-14,"6","CDC42",0.211
"MESD",9.53551386542599e-19,0.261627115656198,0.425,0.22,2.34039652313016e-14,"6","MESD",0.205
"HSP90B13",1.05186345233327e-18,0.338604756281431,0.819,0.575,2.58169365740677e-14,"6","HSP90B1",0.244
"ARPC1B1",1.14778595339919e-18,0.285694198229223,0.711,0.467,2.81712584402298e-14,"6","ARPC1B",0.244
"NDUFB111",1.69457418273064e-18,0.301679209407347,0.578,0.353,4.15916287409409e-14,"6","NDUFB11",0.225
"FXR1",2.48892444294208e-18,0.291644971987698,0.609,0.374,6.10881615275705e-14,"6","FXR1",0.235
"CCT71",2.50207778511132e-18,0.260266050787988,0.405,0.21,6.14109971577722e-14,"6","CCT7",0.195
"SMARCA5",2.8174719513586e-18,0.284945860782895,0.632,0.392,6.91520315741455e-14,"6","SMARCA5",0.24
"RPS6KA3",2.9729376425165e-18,0.268491473780426,0.578,0.347,7.2967781497925e-14,"6","RPS6KA3",0.231
"DNAJC21",3.0725721026071e-18,0.258207146752507,0.439,0.231,7.54132096863886e-14,"6","DNAJC21",0.208
"REL2",4.52386441460517e-18,0.256399934974948,0.847,0.593,1.11033728192069e-13,"6","REL",0.254
"GSTP13",7.95566770769854e-18,0.323266483739578,0.595,0.363,1.95263908217753e-13,"6","GSTP1",0.232
"DDX60",1.0167520063969e-17,0.274358294992862,0.289,0.132,2.49551612450056e-13,"6","DDX60",0.157
"ADSS",1.09505907267167e-17,0.250157504023496,0.414,0.217,2.68771298796534e-13,"6","ADSS",0.197
"SVIP1",1.14047154722084e-17,0.343010831015085,0.462,0.256,2.79917336549883e-13,"6","SVIP",0.206
"TRBC21",1.76948926720114e-17,0.319722736960315,0.725,0.478,4.34303445741848e-13,"6","TRBC2",0.247
"HINT11",2.60812842968568e-17,0.287367206897089,0.824,0.623,6.40139041782053e-13,"6","HINT1",0.201
"EIF4G21",3.4269502858701e-17,0.285441035472899,0.822,0.601,8.41110678163957e-13,"6","EIF4G2",0.221
"CD992",4.05188907779708e-17,0.269216515381598,0.703,0.464,9.94495655254516e-13,"6","CD99",0.239
"PFDN61",4.60608597914249e-17,0.257454092300192,0.269,0.12,1.13051774272073e-12,"6","PFDN6",0.149
"CD3G1",5.20491193473723e-17,0.329291192593556,0.683,0.446,1.27749358526191e-12,"6","CD3G",0.237
"CDKN1B1",5.34071327952486e-17,0.290465109699399,0.567,0.343,1.31082466732658e-12,"6","CDKN1B",0.224
"PRDX21",6.0623193796283e-17,0.303348897900847,0.462,0.265,1.48793566853597e-12,"6","PRDX2",0.197
"SPCS2",7.16621015155669e-17,0.282072605583143,0.586,0.379,1.75887461959807e-12,"6","SPCS2",0.207
"FBL1",1.27633504462574e-16,0.302534745069262,0.459,0.267,3.13263673352942e-12,"6","FBL",0.192
"MTDH2",1.49221606240762e-16,0.272856304539881,0.705,0.466,3.66249510357326e-12,"6","MTDH",0.239
"CCT41",2.32487820440531e-16,0.278847664605255,0.507,0.309,5.70618106489241e-12,"6","CCT4",0.198
"CNN21",2.69127462723662e-16,0.255485363826364,0.595,0.37,6.60546444508956e-12,"6","CNN2",0.225
"PSMA51",3.8228542105707e-16,0.257883254162911,0.476,0.273,9.38281337442472e-12,"6","PSMA5",0.203
"KMT2A1",3.85109684124197e-16,0.261877827833081,0.728,0.484,9.45213208714429e-12,"6","KMT2A",0.244
"UBXN41",5.62222439641987e-16,0.286523582623451,0.68,0.46,1.37991875585729e-11,"6","UBXN4",0.22
"CCT21",7.67400572344611e-16,0.276747515170452,0.453,0.266,1.88350796476261e-11,"6","CCT2",0.187
"TRAF52",7.81680522349526e-16,0.275724161939691,0.408,0.222,1.91855667405468e-11,"6","TRAF5",0.186
"TDG",9.34724251111804e-16,0.273781597063464,0.354,0.185,2.29418720192881e-11,"6","TDG",0.169
"XCL2",5.56704751336279e-15,0.450313448704692,0.269,0.125,1.36637614167976e-10,"6","XCL2",0.144
"SNRPD22",5.76005393235264e-15,0.270042993334036,0.657,0.462,1.41374763715663e-10,"6","SNRPD2",0.195
"SLC25A32",1.45379652760451e-14,0.285292259968755,0.703,0.51,3.56819819735251e-10,"6","SLC25A3",0.193
"GTF3A1",2.78575323152656e-14,0.25843096040228,0.513,0.319,6.83735273145878e-10,"6","GTF3A",0.194
"KTN12",7.84939829890375e-14,0.261045542706859,0.748,0.523,1.92655631848294e-09,"6","KTN1",0.225
"CALR3",3.18079580562897e-11,0.25613029604592,0.72,0.534,7.80694522533575e-07,"6","CALR",0.186
